"" "reference" "size" "megan.taxonomy" "classification" "identity" "OTU_A" "OTU_B" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"ITA87PB02ENF3B" "A670" "ITA87PB02ENF3B" "474" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 80; Ascomycota; 80; saccharomyceta; 80; Pezizomycotina; 80; leotiomyceta; 80; Eurotiomycetes; 80; Chaetothyriomycetidae; 80; Chaetothyriales; 80; Herpotrichiellaceae; 80; Cladophialophora; 70; Cladophialophora chaetospira; 30;" "otu" "73.0" "OTU_20" "OTU_5" "Fungi" "-262.600061116979" "Ascomycota" "-258.805821147207" "Eurotiomycetes" "-258.805821147207" "Chaetothyriales" "-258.805821147207" "Herpotrichiellaceae" "-258.805821147207" "Cladophialophora" "-258.805821147207" "Cladophialophora" "-258.805821147207"
"ITA87PB02CY0HB" "A622" "ITA87PB02CY0HB" "459" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "otu" "62.0" "OTU_21" "OTU_5" "Fungi" "-165.092979515011" "Ascomycota" "-165.092979515011" "Lecanoromycetes" "-165.092979515011" "Pertusariales" "-165.092979515011" "Pertusariaceae" "-165.092979515011" "Pertusaria" "-165.092979515011" "Pertusaria" "-165.092979515011"
"ITA87PB02DSAVN" "A229" "ITA87PB02DSAVN" "451" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora pringlei; 100;" "match" "100.0" "OTU_11" "0" "Fungi" "-233.071920016165" "Ascomycota" "-233.071920016165" "Lecanoromycetes" "-233.071920016165" "Lecanorales" "-233.071920016165" "Lecanoraceae" "-233.071920016165" "Lecanora" "-233.071920016165" "Lecanora" "-233.071920016165"
"ITA87PB02C0F60" "A172" "ITA87PB02C0F60" "450" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Rhizocarpales; 100; Rhizocarpaceae; 100; Rhizocarpon; 100; Rhizocarpon geographicum; 50;" "otu" "93.8" "OTU_22" "OTU_2" "Fungi" "-185.816245351958" "Ascomycota" "-185.816245351958" "Lecanoromycetes" "-185.816245351958" "Rhizocarpales" "-185.816245351958" "Rhizocarpaceae" "-185.816245351958" "Rhizocarpon" "-185.816245351958" "Rhizocarpon" "-185.816245351958"
"ITA87PB02EJ3ZB" "A670" "ITA87PB02EJ3ZB" "429" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 80; Ascomycota; 80; saccharomyceta; 80; Pezizomycotina; 80; leotiomyceta; 80; Eurotiomycetes; 80; Chaetothyriomycetidae; 80; Chaetothyriales; 80; Herpotrichiellaceae; 80; Cladophialophora; 70; Cladophialophora chaetospira; 30;" "match" "100.0" "OTU_20" "0" "Fungi" "-262.600061116979" "Ascomycota" "-258.805821147207" "Eurotiomycetes" "-258.805821147207" "Chaetothyriales" "-258.805821147207" "Herpotrichiellaceae" "-258.805821147207" "Cladophialophora" "-258.805821147207" "Cladophialophora" "-258.805821147207"
"ITA87PB02D4OA3" "A280" "ITA87PB02D4OA3" "427" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Eurotiomycetes; 100; Chaetothyriomycetidae; 100; Chaetothyriales; 100; unclassified Chaetothyriales; 100; Chaetothyriales sp. 16708; 100;" "otu" "74.1" "OTU_23" "OTU_20" "Fungi" "-331.795396942457" "Ascomycota" "-327.883373937029" "Eurotiomycetes" "-327.883373937029" "Chaetothyriales" "-327.883373937029" "Herpotrichiellaceae" "-327.883373937029" "Cladophialophora" "-327.883373937029" "Cladophialophora" "-327.883373937029"
"ITA87PB02DTIRA" "A138" "ITA87PB02DTIRA" "425" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Lecanoromycetes incertae sedis; 100; Candelariales; 100; Candelariaceae; 100; Candelaria; 100; Candelaria sp. Hur ANT050743; 100;" "otu" "81.2" "OTU_24" "OTU_5" "Fungi" "-283.217966438268" "Ascomycota" "-283.217966438268" "Lecanoromycetes" "-283.217966438268" "Candelariales" "-283.217966438268" "Candelariaceae" "-283.217966438268" "Candelaria" "-283.217966438268" "Candelaria" "-283.217966438268"
"ITA87PB02DVMOH" "A032" "ITA87PB02DVMOH" "401" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "match" "100.0" "OTU_19" "0" "Fungi" "-333.181691303577" "Ascomycota" "-327.883373937029" "Dothideomycetes" "-279.305943432839" "Botryosphaeriales" "-279.305943432839" "Dermateaceae" "-130.554203120101" "Cyphellophora" "-93.7128416321959" "Botryosphaeriales" "-279.305943432839"
"ITA87PB02DBQUR" "A138" "ITA87PB02DBQUR" "393" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; Lecanoromycetes incertae sedis; 100; Candelariales; 100; Candelariaceae; 100; Candelaria; 100; Candelaria sp. Hur ANT050743; 100;" "match" "100.0" "OTU_24" "0" "Fungi" "-283.217966438268" "Ascomycota" "-283.217966438268" "Lecanoromycetes" "-283.217966438268" "Candelariales" "-283.217966438268" "Candelariaceae" "-283.217966438268" "Candelaria" "-283.217966438268" "Candelaria" "-283.217966438268"
"ITA87PB02ERHWS" "A360" "ITA87PB02ERHWS" "392" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "otu" "96.7" "OTU_25" "OTU_13" "Fungi" "-228.312599150349" "Basidiomycota" "-228.312599150349" "Tremellomycetes" "-228.312599150349" "Tremellales" "-228.312599150349" "Sirobasidiaceae" "-228.312599150349" "Cryptococcus" "-102.923182004172" "Tremellomycetes" "-106.8352050096"
"ITA87PB02D04YH" "A229" "ITA87PB02D04YH" "388" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora pringlei; 100;" "match" "99.7" "OTU_11" "0" "Fungi" "-233.071920016165" "Ascomycota" "-233.071920016165" "Lecanoromycetes" "-233.071920016165" "Lecanorales" "-233.071920016165" "Lecanoraceae" "-233.071920016165" "Lecanora" "-233.071920016165" "Lecanora" "-233.071920016165"
"ITA87PB02DYC5S" "A032" "ITA87PB02DYC5S" "352" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "match" "98.9" "OTU_19" "0" "Fungi" "-333.181691303577" "Ascomycota" "-327.883373937029" "Dothideomycetes" "-279.305943432839" "Botryosphaeriales" "-279.305943432839" "Dermateaceae" "-130.554203120101" "Cyphellophora" "-93.7128416321959" "Botryosphaeriales" "-279.305943432839"
"ITA87PB02C48DP" "A280" "ITA87PB02C48DP" "325" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 75; Pezizomycotina; 75; leotiomyceta; 75; dothideomyceta; 75; Dothideomycetes; 75; Dothideomycetidae; 75; Capnodiales; 50; Teratosphaeriaceae; 50; Catenulostroma; 50; Catenulostroma hermanusense; 25;" "otu" "88.5" "OTU_26" "OTU_10" "Fungi" "-254.893798141779" "Ascomycota" "-254.893798141779" "Dothideomycetes" "-254.893798141779" "Capnodiales" "-254.893798141779" "Teratosphaeriaceae" "-254.893798141779" "Catenulostroma" "-254.893798141779" "Catenulostroma" "-254.893798141779"
"ITA87PB02EQ6WA" "A622" "ITA87PB02EQ6WA" "313" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Ostropomycetidae; 100; Pertusariales; 100; Pertusariaceae; 100; Pertusaria; 100; Pertusaria hemisphaerica; 100;" "match" "99.7" "OTU_21" "0" "Fungi" "-165.092979515011" "Ascomycota" "-165.092979515011" "Lecanoromycetes" "-165.092979515011" "Pertusariales" "-165.092979515011" "Pertusariaceae" "-165.092979515011" "Pertusaria" "-165.092979515011" "Pertusaria" "-165.092979515011"
"ITA87PB02DIBI0" "A360" "ITA87PB02DIBI0" "313" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "match" "99.3" "OTU_19" "0" "Fungi" "-333.181691303577" "Ascomycota" "-327.883373937029" "Dothideomycetes" "-279.305943432839" "Botryosphaeriales" "-279.305943432839" "Dermateaceae" "-130.554203120101" "Cyphellophora" "-93.7128416321959" "Botryosphaeriales" "-279.305943432839"
"ITA87PB02EPVL5" "A243" "ITA87PB02EPVL5" "303" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 80; Ascomycota; 80; saccharomyceta; 80; Pezizomycotina; 80; leotiomyceta; 80; Eurotiomycetes; 80; Chaetothyriomycetidae; 80; Chaetothyriales; 80; Herpotrichiellaceae; 80; Cladophialophora; 70; Cladophialophora chaetospira; 30;" "match" "100.0" "OTU_20" "0" "Fungi" "-262.600061116979" "Ascomycota" "-258.805821147207" "Eurotiomycetes" "-258.805821147207" "Chaetothyriales" "-258.805821147207" "Herpotrichiellaceae" "-258.805821147207" "Cladophialophora" "-258.805821147207" "Cladophialophora" "-258.805821147207"
"ITA87PB02DW0XI" "A032" "ITA87PB02DW0XI" "302" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "match" "98.9" "OTU_19" "0" "Fungi" "-333.181691303577" "Ascomycota" "-327.883373937029" "Dothideomycetes" "-279.305943432839" "Botryosphaeriales" "-279.305943432839" "Dermateaceae" "-130.554203120101" "Cyphellophora" "-93.7128416321959" "Botryosphaeriales" "-279.305943432839"
"ITA87PB02CX1HS" "A476" "ITA87PB02CX1HS" "295" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora pringlei; 100;" "match" "98.3" "OTU_11" "0" "Fungi" "-233.071920016165" "Ascomycota" "-233.071920016165" "Lecanoromycetes" "-233.071920016165" "Lecanorales" "-233.071920016165" "Lecanoraceae" "-233.071920016165" "Lecanora" "-233.071920016165" "Lecanora" "-233.071920016165"
"ITA87PB02ETYBM" "A440" "ITA87PB02ETYBM" "288" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "match" "99.0" "OTU_7" "0" "Fungi" "-135.159373306089" "Basidiomycota" "-135.159373306089" "Tremellomycetes" "-135.159373306089" "Tremellales" "-135.159373306089" "Sirobasidiaceae" "-135.159373306089" "Cryptococcus" "-82.1999161672257" "Tremellomycetes" "-86.3996212451056"
"ITA87PB02DAZ18" "A670" "ITA87PB02DAZ18" "273" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Micareaceae; 100; Micarea; 100; Micarea nitschkeana; 50;" "otu" "77.1" "OTU_27" "OTU_24" "Fungi" "-283.217966438268" "Ascomycota" "-216.666142292755" "Lecanoromycetes" "-216.666142292755" "Lecanorales" "-216.666142292755" "Byssolomataceae" "-216.666142292755" "Micarea" "-216.666142292755" "Micarea" "-216.666142292755"
"ITA87PB02EBZ3M" "A227" "ITA87PB02EBZ3M" "273" " Not assigned; 100;" "match" "98.6" "OTU_1" "0" "Fungi" "-200.324903090482" "Basidiomycota" "-97.9125467100759" "Tremellomycetes" "-97.9125467100759" "Tremellales" "-97.9125467100759" "Sirobasidiaceae" "-97.9125467100759" "Sirobasidium" "-43.9722603182011" "Tremellaceae" "-75.9853080688035"
"ITA87PB02DQB5N" "A434" "ITA87PB02DQB5N" "263" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 100; Ascomycota sp. CH-Fn22; 100;" "otu" "70.9" "OTU_28" "OTU_15" "Fungi" "-249.883162847683" "Ascomycota" "-205.286748220409" "Dothideomycetes" "-205.286748220409" "Botryosphaeriales" "-205.286748220409" "Botryosphaeriaceae" "-205.286748220409" "Dothiorella" "-205.286748220409" "Dothiorella" "-205.286748220409"
"ITA87PB02DK85F" "A280" "ITA87PB02DK85F" "263" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; sordariomyceta; 100; Leotiomycetes; 100; Helotiales; 100; Helotiales incertae sedis; 100; Skyttea; 100; Skyttea gregaria; 100;" "otu" "73.8" "OTU_29" "OTU_27" "Fungi" "-235.779970217267" "Ascomycota" "-235.779970217267" "Lecanoromycetes" "-235.779970217267" "Ostropales" "-235.779970217267" "Odontotremataceae" "-235.779970217267" "Skyttea" "-235.779970217267" "Skyttea" "-235.779970217267"
"ITA87PB02DP9DB" "A792" "ITA87PB02DP9DB" "259" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "match" "100.0" "OTU_25" "0" "Fungi" "-228.312599150349" "Basidiomycota" "-228.312599150349" "Tremellomycetes" "-228.312599150349" "Tremellales" "-228.312599150349" "Sirobasidiaceae" "-228.312599150349" "Cryptococcus" "-102.923182004172" "Tremellomycetes" "-106.8352050096"
"ITA87PB02DWHIU" "A608" "ITA87PB02DWHIU" "251" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "otu" "77.5" "OTU_30" "OTU_24" "Fungi" "-172.000734793993" "Ascomycota" "-170.614440432874" "Dothideomycetes" "-170.614440432874" "Chaetothyriales" "-135.957881002307" "Verrucariaceae" "-119.73442483569" "Rhizosphaera" "-115.485929593641" "Dothideomycetes" "-170.614440432874"
"ITA87PB02D7CAI" "A243" "ITA87PB02D7CAI" "237" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 80; Ascomycota; 80; saccharomyceta; 80; Pezizomycotina; 80; leotiomyceta; 80; Eurotiomycetes; 80; Chaetothyriomycetidae; 80; Chaetothyriales; 80; Herpotrichiellaceae; 80; Cladophialophora; 70; Cladophialophora chaetospira; 30;" "match" "100.0" "OTU_20" "0" "Fungi" "-262.600061116979" "Ascomycota" "-258.805821147207" "Eurotiomycetes" "-258.805821147207" "Chaetothyriales" "-258.805821147207" "Herpotrichiellaceae" "-258.805821147207" "Cladophialophora" "-258.805821147207" "Cladophialophora" "-258.805821147207"
"ITA87PB02ESI5T" "A229" "ITA87PB02ESI5T" "236" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora pringlei; 100;" "match" "99.7" "OTU_11" "0" "Fungi" "-233.071920016165" "Ascomycota" "-233.071920016165" "Lecanoromycetes" "-233.071920016165" "Lecanorales" "-233.071920016165" "Lecanoraceae" "-233.071920016165" "Lecanora" "-233.071920016165" "Lecanora" "-233.071920016165"
"ITA87PB02EF6OW" "A670" "ITA87PB02EF6OW" "232" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Micareaceae; 100; Micarea; 100; Micarea nitschkeana; 50;" "match" "100.0" "OTU_27" "0" "Fungi" "-283.217966438268" "Ascomycota" "-216.666142292755" "Lecanoromycetes" "-216.666142292755" "Lecanorales" "-216.666142292755" "Byssolomataceae" "-216.666142292755" "Micarea" "-216.666142292755" "Micarea" "-216.666142292755"
"ITA87PB02DN8OE" "A809" "ITA87PB02DN8OE" "227" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 25; Ascomycota sp. AR-2010; 25;" "match" "99.2" "OTU_10" "0" "Fungi" "-270.606428684629" "Ascomycota" "-270.606428684629" "Dothideomycetes" "-270.606428684629" "Capnodiales" "-246.376604950363" "Teratosphaeriaceae" "-226.857311917742" "Penidiella" "-226.857311917742" "Dothideomycetes" "-253.795185853111"
"ITA87PB02EPIZ8" "A360" "ITA87PB02EPIZ8" "218" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 100; Ascomycota sp. CH-Fn22; 100;" "match" "99.6" "OTU_28" "0" "Fungi" "-249.883162847683" "Ascomycota" "-205.286748220409" "Dothideomycetes" "-205.286748220409" "Botryosphaeriales" "-205.286748220409" "Botryosphaeriaceae" "-205.286748220409" "Dothiorella" "-205.286748220409" "Dothiorella" "-205.286748220409"
"ITA87PB02EBL8U" "A361" "ITA87PB02EBL8U" "210" " Not assigned; 100;" "otu" "96.5" "OTU_31" "OTU_3" "Fungi" "-58.7686001291771" "Ascomycota" "-52.2663099583031" "Eurotiomycetes" "-52.2663099583031" "Eurotiales" "-52.2663099583031" "Trichocomaceae" "-52.2663099583031" "Penicillium/Talaromyces" "-52.2663099583031" "Eurotiales/Penicillium/Talaromyces" "-52.2663099583031"
"ITA87PB02DE7O4" "A809" "ITA87PB02DE7O4" "208" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; unclassified Ascomycota; 25; Ascomycota sp. AR-2010; 25;" "match" "99.6" "OTU_10" "0" "Fungi" "-270.606428684629" "Ascomycota" "-270.606428684629" "Dothideomycetes" "-270.606428684629" "Capnodiales" "-246.376604950363" "Teratosphaeriaceae" "-226.857311917742" "Penidiella" "-226.857311917742" "Dothideomycetes" "-253.795185853111"
"ITA87PB02ETNGV" "A608" "ITA87PB02ETNGV" "203" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "match" "99.6" "OTU_30" "0" "Fungi" "-172.000734793993" "Ascomycota" "-170.614440432874" "Dothideomycetes" "-170.614440432874" "Chaetothyriales" "-135.957881002307" "Verrucariaceae" "-119.73442483569" "Rhizosphaera" "-115.485929593641" "Dothideomycetes" "-170.614440432874"
"ITA87PB02C7UZF" "A440" "ITA87PB02C7UZF" "202" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "match" "99.0" "OTU_7" "0" "Fungi" "-135.159373306089" "Basidiomycota" "-135.159373306089" "Tremellomycetes" "-135.159373306089" "Tremellales" "-135.159373306089" "Sirobasidiaceae" "-135.159373306089" "Cryptococcus" "-82.1999161672257" "Tremellomycetes" "-86.3996212451056"
"ITA87PB02DAE0A" "A243" "ITA87PB02DAE0A" "196" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Myriangiales; 100; Myriangiaceae; 100; Anhellia; 100; Anhellia nectandrae; 100;" "otu" "72.2" "OTU_32" "OTU_2" "Fungi" "-219.2564094582" "Ascomycota" "-206.539511188904" "Dothideomycetes" "-206.539511188904" "Myriangiales" "-170.496657397217" "Myriangiaceae" "-170.496657397217" "Anhellia" "-170.496657397217" "Dothideomycetes" "-206.539511188904"
"ITA87PB02DVUOK" "A792" "ITA87PB02DVUOK" "195" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "match" "100.0" "OTU_25" "0" "Fungi" "-228.312599150349" "Basidiomycota" "-228.312599150349" "Tremellomycetes" "-228.312599150349" "Tremellales" "-228.312599150349" "Sirobasidiaceae" "-228.312599150349" "Cryptococcus" "-102.923182004172" "Tremellomycetes" "-106.8352050096"
"ITA87PB02ELYGS" "A280" "ITA87PB02ELYGS" "180" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "match" "98.0" "OTU_7" "0" "Fungi" "-135.159373306089" "Basidiomycota" "-135.159373306089" "Tremellomycetes" "-135.159373306089" "Tremellales" "-135.159373306089" "Sirobasidiaceae" "-135.159373306089" "Cryptococcus" "-82.1999161672257" "Tremellomycetes" "-86.3996212451056"
"ITA87PB02ET9QG" "A434" "ITA87PB02ET9QG" "177" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "match" "99.5" "OTU_25" "0" "Fungi" "-228.312599150349" "Basidiomycota" "-228.312599150349" "Tremellomycetes" "-228.312599150349" "Tremellales" "-228.312599150349" "Sirobasidiaceae" "-228.312599150349" "Cryptococcus" "-102.923182004172" "Tremellomycetes" "-106.8352050096"
"ITA87PB02EGD80" "A608" "ITA87PB02EGD80" "170" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100;" "match" "99.6" "OTU_30" "0" "Fungi" "-172.000734793993" "Ascomycota" "-170.614440432874" "Dothideomycetes" "-170.614440432874" "Chaetothyriales" "-135.957881002307" "Verrucariaceae" "-119.73442483569" "Rhizosphaera" "-115.485929593641" "Dothideomycetes" "-170.614440432874"
"ITA87PB02DHBJK" "A360" "ITA87PB02DHBJK" "170" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Basidiomycota; 100; Agaricomycotina; 100; Tremellomycetes; 100; Tremellales; 100; Sirobasidiaceae; 100; Fibulobasidium; 100;" "match" "99.5" "OTU_25" "0" "Fungi" "-228.312599150349" "Basidiomycota" "-228.312599150349" "Tremellomycetes" "-228.312599150349" "Tremellales" "-228.312599150349" "Sirobasidiaceae" "-228.312599150349" "Cryptococcus" "-102.923182004172" "Tremellomycetes" "-106.8352050096"
"ITA87PB02DROC0" "A670" "ITA87PB02DROC0" "167" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Capnodiales; 94; Teratosphaeriaceae; 81; Teratosphaeria; 56; Teratosphaeria cryptica; 31;" "otu" "84.8" "OTU_33" "OTU_10" "Fungi" "-169.292684592891" "Ascomycota" "-169.292684592891" "Dothideomycetes" "-169.292684592891" "Capnodiales" "-169.292684592891" "Mycosphaerellaceae/Teratosphaeriaceae" "-169.292684592891" "Mycosphaerella/Teratosphaeria" "-169.292684592891" "Mycosphaerella/Teratosphaeria" "-169.292684592891"
"ITA87PB02DCGVD" "A243" "ITA87PB02DCGVD" "161" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; dothideomyceta; 100; Dothideomycetes; 100; Dothideomycetidae; 100; Myriangiales; 100; Myriangiaceae; 100; Anhellia; 100; Anhellia nectandrae; 100;" "match" "100.0" "OTU_32" "0" "Fungi" "-219.2564094582" "Ascomycota" "-206.539511188904" "Dothideomycetes" "-206.539511188904" "Myriangiales" "-170.496657397217" "Myriangiaceae" "-170.496657397217" "Anhellia" "-170.496657397217" "Dothideomycetes" "-206.539511188904"
"ITA87PB02CY1ID" "A229" "ITA87PB02CY1ID" "157" " root; 100; cellular organisms; 100; Eukaryota; 100; Opisthokonta; 100; Fungi; 100; Dikarya; 100; Ascomycota; 100; saccharomyceta; 100; Pezizomycotina; 100; leotiomyceta; 100; Lecanoromycetes; 100; OSLEUM clade; 100; Lecanoromycetidae; 100; Lecanorales; 100; Lecanorineae; 100; Lecanoraceae; 100; Lecanora; 100; Lecanora pringlei; 100;" "match" "99.7" "OTU_11" "0" "Fungi" "-233.071920016165" "Ascomycota" "-233.071920016165" "Lecanoromycetes" "-233.071920016165" "Lecanorales" "-233.071920016165" "Lecanoraceae" "-233.071920016165" "Lecanora" "-233.071920016165" "Lecanora" "-233.071920016165"
